time,temp
2020-11-14 14:42:55,14.18
2020-11-14 14:42:56,14.19
2020-11-14 14:42:57,14.19
2020-11-14 14:42:58,14.18
2020-11-14 14:42:59,14.18
2020-11-14 14:43:00,14.18
2020-11-14 14:43:01,14.18
2020-11-14 14:43:02,14.18
2020-11-14 14:43:03,14.18
2020-11-14 14:43:04,14.18
2020-11-14 14:43:05,14.18
2020-11-14 14:43:06,14.18
2020-11-14 14:43:07,14.18
2020-11-14 14:43:08,14.18
2020-11-14 14:43:09,14.18
2020-11-14 14:43:10,14.18
2020-11-14 14:43:11,14.18
2020-11-14 14:43:12,14.18
2020-11-14 14:43:13,14.18
2020-11-14 14:43:14,14.18
2020-11-14 14:43:15,14.18
2020-11-14 14:43:16,14.18
2020-11-14 14:43:17,14.18
2020-11-14 14:43:18,14.18
2020-11-14 14:43:19,14.18
2020-11-14 14:43:20,14.18
2020-11-14 14:43:21,14.18
2020-11-14 14:43:22,14.18
2020-11-14 14:43:23,14.18
2020-11-14 14:43:24,14.18
2020-11-14 14:43:25,14.18
2020-11-14 14:43:26,14.18
2020-11-14 14:43:27,14.18
2020-11-14 14:43:28,14.18
2020-11-14 14:43:29,14.18
2020-11-14 14:43:30,14.18
2020-11-14 14:43:31,14.18
2020-11-14 14:43:32,14.18
2020-11-14 14:43:33,14.18
2020-11-14 14:43:34,14.18
2020-11-14 14:43:35,14.18
2020-11-14 14:43:36,14.18
2020-11-14 14:43:37,14.18
2020-11-14 14:43:38,14.18
2020-11-14 14:43:39,14.18
2020-11-14 14:43:40,14.18
2020-11-14 14:43:41,14.18
2020-11-14 14:43:42,14.18
2020-11-14 14:43:43,14.18
2020-11-14 14:43:44,14.18
2020-11-14 14:43:45,14.18
2020-11-14 14:43:46,14.18
2020-11-14 14:43:47,14.18
2020-11-14 14:43:48,14.18
2020-11-14 14:43:49,14.18
2020-11-14 14:43:50,14.18
2020-11-14 14:43:51,14.18
2020-11-14 14:43:52,14.18
2020-11-14 14:43:53,14.18
2020-11-14 14:43:54,14.18
2020-11-14 14:43:55,14.18
2020-11-14 14:43:56,14.18
2020-11-14 14:43:57,14.18
2020-11-14 14:43:58,14.18
2020-11-14 14:43:59,14.18
2020-11-14 14:44:00,14.18
2020-11-14 14:44:01,14.18
2020-11-14 14:44:02,14.18
2020-11-14 14:44:03,14.18
2020-11-14 14:44:04,14.18
2020-11-14 14:44:05,14.18
2020-11-14 14:44:06,14.18
2020-11-14 14:44:07,14.18
2020-11-14 14:44:08,14.18
2020-11-14 14:44:09,14.18
2020-11-14 14:44:10,14.18
2020-11-14 14:44:11,14.18
2020-11-14 14:44:12,14.18
2020-11-14 14:44:13,14.18
2020-11-14 14:44:14,14.18
2020-11-14 14:44:15,14.18
2020-11-14 14:44:16,14.18
2020-11-14 14:44:17,14.18
2020-11-14 14:44:18,14.18
2020-11-14 14:44:19,14.18
2020-11-14 14:44:20,14.18
2020-11-14 14:44:21,14.18
2020-11-14 14:44:22,14.18
2020-11-14 14:44:23,14.18
2020-11-14 14:44:24,14.18
2020-11-14 14:44:25,14.18
2020-11-14 14:44:26,14.18
2020-11-14 14:44:27,14.18
2020-11-14 14:44:28,14.18
2020-11-14 14:44:29,14.18
2020-11-14 14:44:30,14.18
2020-11-14 14:44:31,14.18
2020-11-14 14:44:32,14.18
2020-11-14 14:44:33,14.18
2020-11-14 14:44:34,14.18
2020-11-14 14:44:35,14.18
2020-11-14 14:44:36,14.18
2020-11-14 14:44:37,14.18
2020-11-14 14:44:38,14.18
2020-11-14 14:44:39,14.18
2020-11-14 14:44:40,14.18
2020-11-14 14:44:41,14.18
2020-11-14 14:44:42,14.18
2020-11-14 14:44:43,14.18
2020-11-14 14:44:44,14.18
2020-11-14 14:44:45,14.18
2020-11-14 14:44:46,14.18
2020-11-14 14:44:47,14.18
2020-11-14 14:44:48,14.18
2020-11-14 14:44:49,14.18
2020-11-14 14:44:50,14.18
2020-11-14 14:44:51,14.18
2020-11-14 14:44:52,14.18
2020-11-14 14:44:53,14.18
2020-11-14 14:44:54,14.18
2020-11-14 14:44:55,14.18
2020-11-14 14:44:56,14.18
2020-11-14 14:44:57,14.18
2020-11-14 14:44:58,14.18
2020-11-14 14:44:59,14.18
2020-11-14 14:45:00,14.18
2020-11-14 14:45:01,14.18
2020-11-14 14:45:02,14.18
2020-11-14 14:45:03,14.18
2020-11-14 14:45:04,14.18
2020-11-14 14:45:05,14.18
2020-11-14 14:45:06,14.18
2020-11-14 14:45:07,14.18
2020-11-14 14:45:08,14.18
2020-11-14 14:45:09,14.18
2020-11-14 14:45:10,14.18
2020-11-14 14:45:11,14.18
2020-11-14 14:45:12,14.18
2020-11-14 14:45:13,14.18
2020-11-14 14:45:14,14.18
2020-11-14 14:45:15,14.18
2020-11-14 14:45:16,14.18
2020-11-14 14:45:17,14.18
2020-11-14 14:45:18,14.18
2020-11-14 14:45:19,14.18
2020-11-14 14:45:20,14.18
2020-11-14 14:45:21,14.18
2020-11-14 14:45:22,14.18
2020-11-14 14:45:23,14.18
2020-11-14 14:45:24,14.18
