time,outdoor_temp,zone_temp,occupancy,supply_temp,air_flow
7/4/17 15:30,33,23.90184327,10,18.34290298,0.733044885
7/4/17 15:35,33,23.90184797,10,18.34616482,0.73296002
7/4/17 15:40,33,23.90185184,10,18.35086051,0.732941191
7/4/17 15:45,33,23.90185504,10,18.35595966,0.73285993
7/4/17 15:50,33,23.89457455,10,18.32125155,0.731824366
7/4/17 15:55,33,23.87494142,10,18.26857237,0.731824366
7/4/17 16:00,33,23.84790148,10,18.22141693,0.731824366
7/4/17 16:05,33,23.79317314,10,18.28313605,0.731824366
7/4/17 16:10,33,23.7409705,10,18.24973337,0.731824366
7/4/17 16:15,33,23.70169813,10,18.22046894,0.731824366
7/4/17 16:20,33,23.67058321,10,18.1962042,0.731824366
7/4/17 16:25,33,23.64111894,10,18.20510161,0.731824366
7/4/17 16:30,33,23.6122014,10,18.19414577,0.731824366
7/4/17 16:35,33,23.58278793,10,18.17754021,0.731824366
7/4/17 16:40,33,23.55316266,10,18.16352004,0.731824366
7/4/17 16:45,33,23.52382083,10,18.15195855,0.731824366
7/4/17 16:50,33,23.49517689,10,18.14375128,0.731824366
7/4/17 16:55,33,23.46733479,10,18.13842549,0.731824366
7/4/17 17:00,33,23.44026818,10,18.13607252,0.731824366
7/4/17 17:05,32.91666667,23.413386,10,18.13804352,0.731824366
7/4/17 17:10,32.83333333,23.38663706,10,18.14316721,0.731824366
7/4/17 17:15,32.75,23.3604633,10,18.15138629,0.731824366
7/4/17 17:20,32.66666667,23.33517328,10,18.16260758,0.731824366
7/4/17 17:25,32.58333333,23.31093995,10,18.17675488,0.731824366
7/4/17 17:30,32.5,23.28798363,10,18.19380473,0.731824366
7/4/17 17:35,32.41666667,23.27711547,10,18.26998958,0.731824366
7/4/17 17:40,32.33333333,23.27906444,10,18.35730949,0.731824366
7/4/17 17:45,32.25,23.29400255,10,18.4973347,0.731824366
7/4/17 17:50,32.16666667,23.31374533,10,18.59955683,0.731824366
7/4/17 17:55,32.08333333,23.33467682,10,18.70134204,0.731824366
7/4/17 18:00,32,23.35732371,10,18.80518698,0.731824366
7/4/17 18:05,31.83333333,23.27757877,5,19.30060737,0.733766597
7/4/17 18:10,31.66666667,23.23950849,5,19.44148835,0.733766597
7/4/17 18:15,31.5,23.21617254,5,19.56892686,0.733766597
7/4/17 18:20,31.33333333,23.20703365,5,19.70045225,0.733766597
7/4/17 18:25,31.16666667,23.20494485,5,19.79608842,0.733766597
7/4/17 18:30,31,23.20169657,5,19.86974489,0.733766597
7/4/17 18:35,30.83333333,23.20086582,5,19.97332686,0.733766597
7/4/17 18:40,30.66666667,23.20486253,5,20.07877087,0.733766597
7/4/17 18:45,30.5,23.21252984,5,20.18199992,0.733766597
7/4/17 18:50,30.33333333,23.22145249,5,20.28040388,0.733766597
7/4/17 18:55,30.16666667,23.23840583,5,20.41657903,0.733766597
7/4/17 19:00,30,23.27794569,5,20.62911814,0.733766597
7/4/17 19:05,29.66666667,23.28091653,1,21.11033057,0.733766597
7/4/17 19:10,29.33333333,23.29664929,1,21.38701176,0.733766597
7/4/17 19:15,29,23.34628753,1,21.67185948,0.733766597
7/4/17 19:20,28.66666667,23.47950871,1,22.23655393,0.733766597
7/4/17 19:25,28.33333333,23.59671387,1,22.43413172,0.733766597
7/4/17 19:30,28,23.67079205,1,22.56868062,0.733766597
7/4/17 19:35,27.66666667,23.7153005,1,22.6834917,0.733766597
7/4/17 19:40,27.33333333,23.74756038,1,22.78447602,0.733766597
7/4/17 19:45,27,23.77545627,1,22.87499371,0.733766597
7/4/17 19:50,26.66666667,23.80026009,1,22.9568292,0.733766597
7/4/17 19:55,26.33333333,23.82163676,1,23.03132634,0.733766597
7/4/17 20:00,26,23.83968612,1,23.09953413,0.733766597
7/4/17 20:05,25.66666667,23.81791569,1,23.3067963,0.733766597
7/4/17 20:10,25.33333333,23.7951542,1,23.36856808,0.733766597
7/4/17 20:15,25,23.78811322,1,23.42535766,0.733766597
7/4/17 20:20,24.66666667,23.78863466,1,23.4669771,0.733766597
7/4/17 20:25,24.33333333,23.78979845,1,23.51064168,0.733766597
7/4/17 20:30,24,23.78942012,1,23.55164584,0.733766597
7/4/17 20:35,23.66666667,23.78778782,1,23.59031123,0.733766597
7/4/17 20:40,23.33333333,23.78546201,1,23.6268581,0.733766597
7/4/17 20:45,23,23.78263286,1,23.66147526,0.733766597
7/4/17 20:50,22.66666667,23.7792771,1,23.69432894,0.733766597
7/4/17 20:55,22.33333333,23.77536488,1,23.72557013,0.733766597
7/4/17 21:00,22,23.77091592,1,23.75533756,0.733766597
7/4/17 21:05,21.83333333,23.75244635,0,23.84258534,0.733766597
7/4/17 21:10,21.66666667,23.73338212,0,23.87542114,0.733766597
7/4/17 21:15,21.5,23.82626289,0,24.05566232,0.733766597
7/4/17 21:20,21.33333333,23.74786247,0,23.678924,0.733766597
7/4/17 21:25,21.16666667,23.78970634,0,24.4478412,0.733766597
7/4/17 21:30,21,23.76522391,0,23.94139206,0.733766597
7/4/17 21:35,20.83333333,23.782389,0,24.43739017,0.733766597
7/4/17 21:40,20.66666667,23.75364956,0,24.03254807,0.733766597
7/4/17 21:45,20.5,23.91739822,0,25.00000011,0.733766597
7/4/17 21:50,20.33333333,23.79996875,0,23.74155217,0.733766597
7/4/17 21:55,20.16666667,23.89246697,0,25.00000021,0.733766597
7/4/17 22:00,20,23.77637605,0,23.81480136,0.733766597
7/4/17 22:05,19.83333333,23.8745634,0,25.00000026,0.733766597
7/4/17 22:10,19.66666667,23.7625277,0,23.84322282,0.733766597
7/4/17 22:15,19.5,23.85613379,0,25.00000027,0.733766597
7/4/17 22:20,19.33333333,23.74761144,0,23.8833137,0.733766597
7/4/17 22:25,19.16666667,23.83801612,0,25.00000027,0.733766597
7/4/17 22:30,19,23.67188289,0,23.6058357,0.359960669
7/4/17 22:35,18.83333333,23.72775719,0,24.17891108,0.516392795
7/4/17 22:40,18.66666667,23.66255355,0,24.22569663,0.535691233
7/4/17 22:45,18.5,23.63613622,0,24.23632546,0.548089502
7/4/17 22:50,18.33333333,23.61694872,0,24.27333705,0.569256485
7/4/17 22:55,18.16666667,23.60290571,0,24.29658577,0.587612155
7/4/17 23:00,18,23.5911299,0,24.31769238,0.60858787
7/4/17 23:05,18,23.5824006,0,24.33126307,0.621541121
7/4/17 23:10,18,23.77368228,0,25.23271979,0.733766597
7/4/17 23:15,18,23.64454176,0,23.85198127,0.637497352
7/4/17 23:20,18,23.73384305,0,25.14082283,0.733766597
7/4/17 23:25,18,23.60816238,0,23.90199353,0.663209673
7/4/17 23:30,18,23.72300728,0,25.16002665,0.733766597
7/4/17 23:35,18,23.61024097,0,23.91055169,0.700496611
7/4/17 23:40,18,23.71702385,0,25.13792571,0.733766597
7/4/17 23:45,18,23.61307442,0,23.96155069,0.733766597
7/4/17 23:50,18,23.71279918,0,25.111871,0.733766597
7/4/17 23:55,18,23.61034409,0,23.99109487,0.733766597
